Kategori;Poz No;Taným;Birim;2025 Birim Fiyat (TL)
BOYA & ALÇI;102003056;Birleþim klipsi (0,50mm  kalýnlýðýnda yay çeliði levhadan mamul veya min.2 mm kalýnlýðýnda yay çeliðinden mamul profil baðlantý aparatý);;2.50
ZEMÝN & DUVAR KAPLAMA;102003058;Lamel asma tavan taþýyýcý profili (min.0,50mm kalýnlýðýnda, sýcak daldýrma galvaniz sacdan (fýrýn boyalý) mamul 1 cm derzli);;17.95
ZEMÝN & DUVAR KAPLAMA;102003059;Lamel asma tavan taþýyýcý profili (min. 0,50mm kalýnlýðýnda, sýcak daldýrma galvaniz sacdan (fýrýn boyalý) mamul 1,5 cm derzli);;21.85
ZEMÝN & DUVAR KAPLAMA;102003060;Lamel asma tavan taþýyýcý profili (min.0,50mm kalýnlýðýnda, sýcak daldýrma galvaniz sacdan (fýrýn boyalý) mamul 2 cm derzli);;21.85
ZEMÝN & DUVAR KAPLAMA;102003061;Lamel asma tavan taþýyýcý profili (min.0,50mm kalýnlýðýnda, sýcak daldýrma galvaniz sacdan (fýrýn boyalý) mamul kendinden derzli);;21.85
ZEMÝN & DUVAR KAPLAMA;102003062;15mm geniþliðinde min.0,50mm kalýnlýðýnda alüminyum derz çýtasý;;11.00
ZEMÝN & DUVAR KAPLAMA;102003063;20mm geniþliðinde min.0,50mm kalýnlýðýnda alüminyum derz çýtasý;;11.40
BOYA & ALÇI;102003064;0,50mm kalýnlýðýnda sýcak daldýrma galvaniz sacdan mamul kenar L profili (fýrýn boyalý);;11.40
BOYA & ALÇI;102003065;0,50mm kalýnlýðýnda sýcak daldýrma galvanizli sacdan mamul kenar U profili (fýrýn boyalý);;16.40
BOYA & ALÇI;102003071;0.40mm kalýnlýðýnda, h=38mm yüksekliðinde profil;;13.15
BOYA & ALÇI;102003072;0.30mm kalýnlýðýnda, h=38mm yüksekliðinde profil;;10.90
BOYA & ALÇI;102003073;0.30mm kalýnlýðýnda, korozyona dayanýklý h=38mm yüksekliðinde profil;;20.80
BOYA & ALÇI;102003074;0.40mm kalýnlýðýnda korozyona dayanýklý h=38mm yüksekliðinde profil;;22.45
BOYA & ALÇI;102003081;0.30mm kalýnlýðýnda, h=38mm yüksekliðinde profil;;32.45
BOYA & ALÇI;102003091;0.40mm kalýnlýðýnda, h=30mm yüksekliðinde profil;;19.00
BOYA & ALÇI;102003092;0.30mm kalýnlýðýnda, h=30-32mm yüksekliðinde çelik klips baþlý profil;;14.85
BOYA & ALÇI;102003093;0.30mm kalýnlýðýnda, h=25mm yüksekliðinde çelik klips baþlý profil;;16.30
BOYA & ALÇI;102003094;0.30mm kalýnlýðýnda, korozyona dayanýmlý h=32mm yüksekliðinde çelik klips baþlý profil;;14.85
BOYA & ALÇI;102003095;0.40mm kalýnlýðýnda, korozyona dayanýklý h=32mm yüksekliðinde çelik klips baþlý profil;;20.00
BOYA & ALÇI;102003096;0.30mm kalýnlýðýnda, korozyona dayanýmlý h=25mm yüksekliðinde çelik klips baþlý profil;;16.85
BOYA & ALÇI;102003097;0.40mm kalýnlýðýnda, korozyona dayanýklý h=25mm yüksekliðinde çelik klips baþlý profil;;19.60
BOYA & ALÇI;102003101;0.30mm kalýnlýðýnda, h=38mm yüksekliðinde profil;;30.00
BOYA & ALÇI;102003111;0.40mm kalýnlýðýnda, h=38mm yüksekliðinde profil;;16.30
BOYA & ALÇI;102003112;0.30mm kalýnlýðýnda, h=32mm yüksekliðinde profil;;14.85
BOYA & ALÇI;102003113;0.40 mm kalýnlýðýnda h=32 mm yüksekliðinde profil;;14.85
ELEKTRÝK;102003114;0.30mm kalýnlýðýnda, h=45mm yüksekliðinde kanallý profil;;36.20
BOYA & ALÇI;102003115;0.40 mm kalýnlýðýnda h=45 mm yüksekliðinde profil;;36.20
BOYA & ALÇI;102003121;0.40mm kalýnlýðýnda, h=30mm yüksekliðinde profil;;17.00
BOYA & ALÇI;102003122;0.30mm kalýnlýðýnda, h=32mm yüksekliðinde çelik klips baþlý profil;;17.05
ELEKTRÝK;102003123;0.30mm kalýnlýðýnda, h=45mm yüksekliðinde kanallý profil;;38.95
ELEKTRÝK;102003124;0.40 mm kalýnlýðýnda h=45 mm yüksekliðnde kanallý profil;;41.80
BOYA & ALÇI;102003125;Kenar L profili (0,50mm kalýnlýðýnda);;9.45
BOYA & ALÇI;102003126;Kenar L profili (0,50mm kalýnlýðýnda korozyona dayanýmlý;;18.60
BOYA & ALÇI;102003127;Kenar Z profili (0,40mm-0,60 mm kalýnlýðýnda);;13.50
BOYA & ALÇI;102003128;Kenar Z profili (0,50mm-0,70mm kalýnlýðýnda);;20.35
KAPI & PENCERE;102003137;Çelik dubel (6x45 vida, kovan,L-demir ve somun dahil);;1.93
BOYA & ALÇI;102003141;Alçý sýva köþe profili ? 0.40 mm kalýnlýkta, yanak yüksekliði en az 35 mm, sýcak daldýrma galvanizli, akma dayanýmý en az ?140N/mm2 olan sacdan mamul, ?Z100;;4.55
ZEMÝN & DUVAR KAPLAMA;102004501;Karotiyer (Sondaj) (karot alma);;4777.00
SIHHÝ TESÝSAT;102004503;Kapalý sondaj borusu (St 33);;16.00
SIHHÝ TESÝSAT;102004504;Filitreli sondaj borusu (St 33);;19.50
SIHHÝ TESÝSAT;102004505;3 inçlik çelik boru (St 37) (TS EN 10255+A1);;34.10
SIHHÝ TESÝSAT;102004506;Kuyu muhafaza borusu;;144.50
SIHHÝ TESÝSAT;102004507;Demir boru (Karýþýk çaplý);;13.00
SIHHÝ TESÝSAT;102004508;Dýþ Çap 48,3, et kalýnlýðý min.2.7 mm olan yapýsal çelik boru (TS EN 10219-2);;21.00
ZEMÝN & DUVAR KAPLAMA;102401001;Beyaz Mermer;;325.00
ZEMÝN & DUVAR KAPLAMA;102401012;Denizli Beyaz Mermer (Denizli);;407.00
SIHHÝ TESÝSAT;102401032;Savana Gray (Kastamonu);;1385.00
MUTFAK & BANYO;102401033;Silver Gray (Burdur);;930.00
MUTFAK & BANYO;102401034;Soft Gray (Burdur);;1457.00
MUTFAK & BANYO;102401039;Daphne Gray (Antalya);;930.00
MUTFAK & BANYO;102401040;Rolek Gray (Kastamonu);;840.00
MUTFAK & BANYO;102401041;Rain Gray (Balýkesir);;600.00
MUTFAK & BANYO;102401333;Diyarbakýr Kulp Bej (Diyarbakýr);;398.00
KAPI & PENCERE;102401371;Camomille (Sarý) (Eskiþehir);;506.00
ZEMÝN & DUVAR KAPLAMA;102401375;Emelas Bej Mermer (Ýzmir);;369.00
SIHHÝ TESÝSAT;102401384;Cafe Latte Dark (Bursa);;919.00
SIHHÝ TESÝSAT;102401400;Cafe Latte (Isparta);;503.00
BOYA & ALÇI;102401415;New Marfile (Bursa);;588.00
MUTFAK & BANYO;102401425;Sandras Gray (Muðla);;840.00
ZEMÝN & DUVAR KAPLAMA;102401701;Renkli Mermer;;398.00
MUTFAK & BANYO;102401739;Chem Grey Siyah (Kulp) (Diyarbakýr);;525.00
MUTFAK & BANYO;102401756;Olive Gray (Sivas);;1290.00
SIHHÝ TESÝSAT;102401758;Brunette (Konya);;1112.50
ZEMÝN & DUVAR KAPLAMA;102402004;Oniks Mermer (Afyon);;1450.00
ZEMÝN & DUVAR KAPLAMA;102402101;Açýk Renkli Traverten;;428.00
ZEMÝN & DUVAR KAPLAMA;102402102;Koyu Renkli Traverten;;345.00
ZEMÝN & DUVAR KAPLAMA;102402103;Afyon Bej Traverten (Afyon);;275.00
ZEMÝN & DUVAR KAPLAMA;102402108;Antique Red Traverten (Kütahya);;450.00
ZEMÝN & DUVAR KAPLAMA;102402109;Balýkesir Noçe Traverten (Balýkesir);;569.00
ZEMÝN & DUVAR KAPLAMA;102402111;Bayburt Light Traverten (Bayburt);;488.00
ZEMÝN & DUVAR KAPLAMA;102402112;Chestnut Traverten (Tokat);;369.00
SIHHÝ TESÝSAT;102402113;Chocalate (Kütahya);;781.00
SIHHÝ TESÝSAT;102402114;Chocolate (Balýkesir);;625.00
ZEMÝN & DUVAR KAPLAMA;102402116;Denizli Klasik Traverten (Denizli);;458.00
ZEMÝN & DUVAR KAPLAMA;102402117;Denizli Beyaz Traverten (Denizli);;625.00
ZEMÝN & DUVAR KAPLAMA;102402118;Denizli Traverten Dark (Denizli);;405.00
ZEMÝN & DUVAR KAPLAMA;102402119;Denizli Traverten Light (Denizli);;585.00
ZEMÝN & DUVAR KAPLAMA;102402120;Elazýð Sarý Traverten (Elazýð);;488.00
ZEMÝN & DUVAR KAPLAMA;102402123;Kýrþehir Noce Traverten (Kýrþehir);;387.00
ZEMÝN & DUVAR KAPLAMA;102402124;Konya Traverten (Konya);;525.00
ZEMÝN & DUVAR KAPLAMA;102402127;Rose Traverten (Kütahya);;444.00
ZEMÝN & DUVAR KAPLAMA;102402129;Sitra Klasik Traverten (Sivas);;390.00
ZEMÝN & DUVAR KAPLAMA;102402130;Sivas Sarý Traverten (Sivas);;458.00
ZEMÝN & DUVAR KAPLAMA;102402133;Walnut Traverten (Denizli);;443.00
ZEMÝN & DUVAR KAPLAMA;102402138;Mistik Traverten (Kahverengi) (Sivas);;313.00
ZEMÝN & DUVAR KAPLAMA;102402139;Denizli Traverten Cross (Denizli);;369.00
ZEMÝN & DUVAR KAPLAMA;102402140;Denizli Traverten Vein (Denizli);;469.00
ZEMÝN & DUVAR KAPLAMA;102402141;Afyon Traverten Noçe (Afyon);;338.00
ZEMÝN & DUVAR KAPLAMA;102402142;Afyon Krem Traverten (Afyon);;608.00
ZEMÝN & DUVAR KAPLAMA;102402143;Afyon Sarý Traverten (Afyon);;606.00
ZEMÝN & DUVAR KAPLAMA;102402144;Denizli Sarý Traverten (Denizli);;458.00
MUTFAK & BANYO;102402401;Aksaray Pembe, Ortaköy Pembe (Aksaray);;1260.00
MUTFAK & BANYO;102402402;Aksaray Yaylak (Aksaray);;1260.00
MUTFAK & BANYO;102402413;Beypazarý Gray Rose (Ankara);;975.00
ZEMÝN & DUVAR KAPLAMA;102403201;Mermer pirinci (Beyaz);;263.00
ZEMÝN & DUVAR KAPLAMA;102403202;Mermer pirinci (Renkli);;312.00
ZEMÝN & DUVAR KAPLAMA;102403203;Mermer tozu (Beyaz);;221.00
ZEMÝN & DUVAR KAPLAMA;102403204;Mermer tozu (Renkli);;275.00
ZEMÝN & DUVAR KAPLAMA;102403301;Her türlü desen ve yüzey özelliðinde, beyaz, yer karosu (20 x 20 cm anma ebatlarýnda);;156.00
ZEMÝN & DUVAR KAPLAMA;102403302;Her türlü desen ve yüzey özelliðinde, beyaz, yer karosu (30 x 30 cm - 33 x 33 cm anma ebatlarýnda);;149.00
ZEMÝN & DUVAR KAPLAMA;102403303;Her türlü desen ve yüzey özelliðinde, beyaz, yer karosu (40 x 40 cm anma ebatlarýnda);;151.00
ZEMÝN & DUVAR KAPLAMA;102403304;Her türlü desen ve yüzey özelliðinde, beyaz, yer karosu (42,5 x 42,5 cm - 45 x 45 cm anma ebatlarýnda);;156.00
ZEMÝN & DUVAR KAPLAMA;102403351;Her türlü desen ve yüzey özelliðinde, renkli, yer karosu (20 x 20 cm anma ebatlarýnda);;165.00
ZEMÝN & DUVAR KAPLAMA;102403352;Her türlü desen ve yüzey özelliðinde, renkli, yer karosu (30 x 30 cm - 33 x 33 cm anma ebatlarýnda);;156.00
ZEMÝN & DUVAR KAPLAMA;102403353;Her türlü desen ve yüzey özelliðinde, renkli, yer karosu (40 x 40 cm anma ebatlarýnda);;164.00
ZEMÝN & DUVAR KAPLAMA;102403354;Her türlü desen ve yüzey özelliðinde, renkli, yer karosu (42,5 x 42,5 cm - 45 x 45 cm anma ebatlarýnda);;164.00
ZEMÝN & DUVAR KAPLAMA;102403401;Her türlü desen ve yüzey özelliðinde, beyaz, duvar karosu (10 x 10 cm anma ebatlarýnda, fileli);;208.00
ZEMÝN & DUVAR KAPLAMA;102403402;Her türlü desen ve yüzey özelliðinde, beyaz, duvar karosu (20 x 20 cm anma ebatlarýnda);;150.00
ZEMÝN & DUVAR KAPLAMA;102403403;Her türlü desen ve yüzey özelliðinde, beyaz, duvar karosu (20 x 25 cm - 20 x 30 cm anma ebatlarýnda);;180.00
ZEMÝN & DUVAR KAPLAMA;102403404;Her türlü desen ve yüzey özelliðinde, beyaz, duvar karosu (20 x 40 cm - 20 x 45 cm anma ebatlarýnda);;165.00
ZEMÝN & DUVAR KAPLAMA;102403405;Her türlü desen ve yüzey özelliðinde, beyaz, duvar karosu (25 x 33 cm - 25 x 40 cm anma ebatlarýnda);;165.00
ZEMÝN & DUVAR KAPLAMA;102403406;Her türlü desen ve yüzey özelliðinde, beyaz, duvar karosu (20 x 60 cm - 30 x 60 cm - 33 x 60 cm anma ebatlarýnda);;212.00
ZEMÝN & DUVAR KAPLAMA;102403407;Her türlü desen ve yüzey özelliðinde, beyaz, duvar karosu (20 x 50 cm - 25 x 50 cm - 30 x 45 cm - 33 x 45 cm anma ebatlarýnda);;154.00
ZEMÝN & DUVAR KAPLAMA;102403408;Her türlü desen ve yüzey özelliðinde, beyaz, duvar karosu (30 x 90 cm - 33 x 90 cm - 33 x 100 cm - 31 x 92 cm anma ebatlarýnda);;304.00
ZEMÝN & DUVAR KAPLAMA;102403409;Her türlü desen ve yüzey özelliðinde, beyaz, duvar karosu (25 x 70 cm - 25 x 75 cm - 40 x 80 cm anma ebatlarýnda);;289.00
ZEMÝN & DUVAR KAPLAMA;102403451;Her türlü desen ve yüzey özelliðinde, renkli, duvar karosu (10 x 10 cm anma ebatlarýnda, fileli);;220.00
ZEMÝN & DUVAR KAPLAMA;102403452;Her türlü desen ve yüzey özelliðinde, renkli, duvar karosu (20 x 20 cm anma ebatlarýnda);;166.00
ZEMÝN & DUVAR KAPLAMA;102403453;Her türlü desen ve yüzey özelliðinde, renkli, duvar karosu (20 x 25 cm - 20 x 30 cm anma ebatlarýnda);;193.00
ZEMÝN & DUVAR KAPLAMA;102403454;Her türlü desen ve yüzey özelliðinde, renkli, duvar karosu (20 x 40 cm - 20 x 45 cm anma ebatlarýnda);;170.00
ZEMÝN & DUVAR KAPLAMA;102403455;Her türlü desen ve yüzey özelliðinde, renkli, duvar karosu (25 x 33 cm - 25 x 40 cm anma ebatlarýnda);;170.00
ZEMÝN & DUVAR KAPLAMA;102403456;Her türlü desen ve yüzey özelliðinde, renkli, duvar karosu (20 x 60 cm - 30 x 60 cm - 33 x 60 cm anma ebatlarýnda);;223.00
ZEMÝN & DUVAR KAPLAMA;102403457;Her türlü desen ve yüzey özelliðinde, renkli, duvar karosu (20 x 50 cm - 25 x 50 cm - 30 x 45 cm - 33 x 45 cm anma ebatlarýnda);;166.00
ZEMÝN & DUVAR KAPLAMA;102403458;Her türlü desen ve yüzey özelliðinde, renkli, duvar karosu (30 x 90 cm - 33 x 90 cm - 33 x 100 cm - 31 x 92 cm anma ebatlarýnda);;317.00
ZEMÝN & DUVAR KAPLAMA;102403459;Her türlü desen ve yüzey özelliðinde, renkli, duvar karosu (25 x 70 cm - 25 x 75 cm - 40 x 80 cm anma ebatlarýnda);;304.00
ZEMÝN & DUVAR KAPLAMA;102403501;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (10 x 10 cm anma ebatlarýnda, fileli);;300.00
ZEMÝN & DUVAR KAPLAMA;102403502;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (10 x 20 cm - 12,5 x 25 cm - 12 x 24,5 cm anma ebatlarýnda);;250.00
ZEMÝN & DUVAR KAPLAMA;102403503;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (20 x 20 cm anma ebatlarýnda);;245.00
ZEMÝN & DUVAR KAPLAMA;102403504;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (30 x 30 cm - 33 x 33 cm anma ebatlarýnda);;220.00
ZEMÝN & DUVAR KAPLAMA;102403505;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (40 x 40 cm anma ebatlarýnda);;232.00
ZEMÝN & DUVAR KAPLAMA;102403506;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (42,5 x 42,5 cm - 45 x 45 cm anma ebatlarýnda);;232.00
ZEMÝN & DUVAR KAPLAMA;102403508;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (60 x 60 cm anma ebatlarýnda);;281.00
ZEMÝN & DUVAR KAPLAMA;102403509;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (15 x 60 cm anma ebatlarýnda);;330.00
ZEMÝN & DUVAR KAPLAMA;102403510;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (30 x 60 cm anma ebatlarýnda);;289.00
ZEMÝN & DUVAR KAPLAMA;102403511;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (15 x 90 cm - 22,5 x 90 cm anma ebatlarýnda);;420.00
ZEMÝN & DUVAR KAPLAMA;102403512;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (20 x 120 cm - 30 x 120 cm anma ebatlarýnda);;535.00
ZEMÝN & DUVAR KAPLAMA;102403514;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (60 x 90 cm - 60 x 120 cm anma ebatlarýnda);;449.00
ZEMÝN & DUVAR KAPLAMA;102403515;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (80 x 80 cm - 90 x 90 cm anma ebatlarýnda);;400.00
ZEMÝN & DUVAR KAPLAMA;102403516;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (80 x 160 cm anma ebatlarýnda);;708.00
ZEMÝN & DUVAR KAPLAMA;102403517;Her türlü desen ve yüzey özelliðinde, beyaz, sýrlý porselen karo (90 x 180 cm anma ebatlarýnda);;858.00
ZEMÝN & DUVAR KAPLAMA;102403551;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (10 x 10 cm anma ebatlarýnda, fileli);;311.00
ZEMÝN & DUVAR KAPLAMA;102403552;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (10 x 20 cm - 12,5 x 25 cm - 12 x 24,5 cm anma ebatlarýnda);;265.00
ZEMÝN & DUVAR KAPLAMA;102403553;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (20 x 20 cm anma ebatlarýnda);;265.00
ZEMÝN & DUVAR KAPLAMA;102403554;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (30 x 30 cm - 33 x 33 cm anma ebatlarýnda);;231.00
ZEMÝN & DUVAR KAPLAMA;102403555;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (40 x 40 cm anma ebatlarýnda);;245.00
ZEMÝN & DUVAR KAPLAMA;102403556;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (42,5 x 42,5 cm - 45 x 45 cm anma ebatlarýnda);;245.00
ZEMÝN & DUVAR KAPLAMA;102403558;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (60 x 60 cm anma ebatlarýnda);;289.00
ZEMÝN & DUVAR KAPLAMA;102403559;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (15 x 60 cm anma ebatlarýnda);;338.00
ZEMÝN & DUVAR KAPLAMA;102403560;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (30 x 60 cm anma ebatlarýnda);;307.00
ZEMÝN & DUVAR KAPLAMA;102403561;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (15 x 90 cm - 22,5 x 90 cm anma ebatlarýnda);;430.00
ZEMÝN & DUVAR KAPLAMA;102403562;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (20 x 120 cm - 30 x 120 cm anma ebatlarýnda);;550.00
ZEMÝN & DUVAR KAPLAMA;102403564;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (60 x 90 cm - 60 x 120 cm anma ebatlarýnda);;462.00
ZEMÝN & DUVAR KAPLAMA;102403565;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (80 x 80 cm - 90 x 90 cm anma ebatlarýnda);;416.00
ZEMÝN & DUVAR KAPLAMA;102403566;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (80 x 160 cm anma ebatlarýnda);;712.00
ZEMÝN & DUVAR KAPLAMA;102403567;Her türlü desen ve yüzey özelliðinde, renkli, sýrlý porselen karo (90 x 180 cm anma ebatlarýnda);;884.00
ZEMÝN & DUVAR KAPLAMA;102403601;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (10 x 10 cm anma ebatlarýnda, fileli);;330.00
ZEMÝN & DUVAR KAPLAMA;102403603;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (20 x 20 cm anma ebatlarýnda);;284.00
ZEMÝN & DUVAR KAPLAMA;102403604;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (30 x 30 cm - 33 x 33 cm anma ebatlarýnda);;250.00
ZEMÝN & DUVAR KAPLAMA;102403605;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (40 x 40 cm anma ebatlarýnda);;272.00
ZEMÝN & DUVAR KAPLAMA;102403606;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (42,5 x 42,5 cm - 45 x 45 cm anma ebatlarýnda) (Rektifiyeli);;328.00
ZEMÝN & DUVAR KAPLAMA;102403608;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (60 x 60 cm anma ebatlarýnda) (Rektifiyeli);;380.00
ZEMÝN & DUVAR KAPLAMA;102403609;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (15 x 60 cm anma ebatlarýnda) (Rektifiyeli);;380.00
ZEMÝN & DUVAR KAPLAMA;102403610;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (30 x 60 cm anma ebatlarýnda) (Rektifiyeli);;385.00
ZEMÝN & DUVAR KAPLAMA;102403612;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (20 x 120 cm - 30 x 120 cm anma ebatlarýnda) (Rektifiyeli);;633.00
ZEMÝN & DUVAR KAPLAMA;102403614;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (60 X 90 cm - 60 x 120 cm anma ebatlarýnda) (Rektifiyeli);;667.00
ZEMÝN & DUVAR KAPLAMA;102403615;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (80 x 80 cm - 90 x 90 cm anma ebatlarýnda) (Rektifiyeli);;515.00
ZEMÝN & DUVAR KAPLAMA;102403616;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (80 x 160 cm anma ebatlarýnda) (Rektifiyeli);;600.00
ZEMÝN & DUVAR KAPLAMA;102403617;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (90 x 180 cm anma ebatlarýnda) (Rektifiyeli);;884.00
ZEMÝN & DUVAR KAPLAMA;102403651;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (10 x 10 cm anma ebatlarýnda, fileli) (Rektifiyeli);;436.00
ZEMÝN & DUVAR KAPLAMA;102403653;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (20 x 20 cm anma ebatlarýnda) (Rektifiyeli);;364.00
ZEMÝN & DUVAR KAPLAMA;102403654;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (30 x 30 cm - 33 x 33 cm anma ebatlarýnda) (Rektifiyeli);;330.00
ZEMÝN & DUVAR KAPLAMA;102403655;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (40 x 40 cm anma ebatlarýnda) (Rektifiyeli);;356.00
ZEMÝN & DUVAR KAPLAMA;102403656;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (42,5 x 42,5 cm - 45 x 45 cm anma ebatlarýnda) (Rektifiyeli);;430.00
ZEMÝN & DUVAR KAPLAMA;102403658;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (60 x 60 cm anma ebatlarýnda) (Rektifiyeli);;482.00
ZEMÝN & DUVAR KAPLAMA;102403659;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (15 x 60 cm anma ebatlarýnda) (Rektifiyeli);;488.00
ZEMÝN & DUVAR KAPLAMA;102403660;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (30 x 60 cm anma ebatlarýnda) (Rektifiyeli);;515.00
ZEMÝN & DUVAR KAPLAMA;102403662;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (20 x 120 cm - 30 x 120 cm anma ebatlarýnda) (Rektifiyeli);;824.00
ZEMÝN & DUVAR KAPLAMA;102403664;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (60 x 90 cm - 60 x 120 cm anma ebatlarýnda) (Rektifiyeli);;852.00
ZEMÝN & DUVAR KAPLAMA;102403665;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (80 x 80 cm - 90 x 90 cm anma ebatlarýnda) (Rektifiyeli);;620.00
ZEMÝN & DUVAR KAPLAMA;102403666;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (80 x 160 cm anma ebatlarýnda) (Rektifiyeli);;700.00
ZEMÝN & DUVAR KAPLAMA;102403667;Her türlü renk, desen ve yüzey özelliðinde, parlak, sýrsýz porselen karo (90 x 180 cm anma ebatlarýnda) (Rektifiyeli);;977.00
ZEMÝN & DUVAR KAPLAMA;102403701;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (20 x 20 x 0,8 cm anma ebatlarýnda);;275.00
ZEMÝN & DUVAR KAPLAMA;102403702;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (20 x 20 x 1,2 cm anma ebatlarýnda);;290.00
ZEMÝN & DUVAR KAPLAMA;102403703;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (20 x 20 x 1,4 cm anma ebatlarýnda);;330.00
ZEMÝN & DUVAR KAPLAMA;102403705;Her türlü renk, desen ve yüzey özelliðinde, mat, sýrsýz porselen karo (24 x 24 x 1,4 cm anma ebatlarýnda);;330.00
ZEMÝN & DUVAR KAPLAMA;102403803;Sýrsýz havuz kenarý týrtýklý karosu (119x244x8 mm - 120x245x8 mm anma ebatlarýnda);;30.00
KAPI & PENCERE;102403807;Yüzeyi kýsmen renkli sýrla kaplanmýþ havuz tutamaðý köþeleri-(iç/dýþ) (119x119x23 mm - 120x245x20 mm anma ebatlarýnda);;220.00
BOYA & ALÇI;102403808;Yüzeyi renkli sýrla kaplanmýþ iç profil (55x244x33 mm - 45x245x35 mm anma ebatlarýnda);;157.00
BOYA & ALÇI;102403809;Yüzeyi renkli sýrla kaplanmýþ dýþ profil (40x244x33 mm - 45x245x35 mm anma ebatlarýnda);;157.00
